TICID,Tmag,RA,Dec,Nsector
353988053,8.98,272.4205,55.0335,13
353988095,10.39,272.3416,54.9646,16
353988335,13.71,272.3914,54.4875,22
353988582,8.02,272.3456,54.0026,23
353988778,5.16,272.6328,54.2879,25
353988815,10.8,272.5595,54.345,13
353989250,11.7,272.5971,55.1886,13
353989471,10.61,272.5463,55.6388,24
353989578,11.12,272.6524,55.8349,13
353989620,9.86,272.4792,55.923,13
353990274,12.01,272.5309,57.3985,20
353990370,10.6,272.5239,57.6056,23
353990599,10.68,272.6269,58.1386,13
353991318,10.23,272.638,59.7918,23
353991354,9.58,272.5151,59.8757,23
353991512,11.09,272.7763,59.6356,23
353992253,11.04,272.697,57.7515,24
353992875,10.64,272.6559,56.4441,20
353992999,10.18,272.6604,56.1711,13
353993248,9.04,272.8095,55.6107,14
353993444,11.31,272.8288,55.2285,24
355950542,8.1,231.017,66.5538,13
356014270,14.91,254.2676,66.655,15
356015058,8.1,254.0996,68.0266,24
356015357,8.72,254.3095,68.5741,27
356015361,9.9,254.2503,68.59,19
356015617,8.73,254.0804,69.0075,24
356015867,10.96,254.0558,69.4922,19
356015881,11.68,254.3217,69.5339,23
356016119,12.27,254.1423,70.0273,26
356055884,11.16,254.2279,70.8866,15
356055961,11.31,254.0637,71.1854,19
356056062,7.58,254.3023,71.4637,26
356087112,9.89,261.1105,58.0893,13
356107893,9.32,261.2457,58.7913,24
356107942,13.43,261.2071,58.9598,28
356107943,14.75,261.2761,58.9597,24
356108292,10.23,261.4756,59.7222,13
356108689,11.8,261.5159,58.3436,29
356108690,11.77,261.5147,58.343,13
356108698,11.3,261.3228,58.3215,29
356108732,11.14,261.403,58.2134,24
356108881,8.96,261.4332,57.8033,13
356109056,11.07,261.4839,57.3099,18
356109440,13.28,261.3126,56.2176,22
356109540,10.25,261.493,55.9124,23
356109662,9.99,261.3292,55.5466,21
356110099,10.95,261.4782,54.2818,17
356111025,9.89,262.5974,56.1212,13
356111584,4.96,262.6817,57.8767,28
356111717,9.42,262.7179,58.3535,20
356111753,8.72,262.6429,58.462,27
356111938,9.6,262.6933,59.1841,24
356112006,11.48,262.5441,59.4269,24
356150515,11.55,266.4807,52.6346,16
356150954,8.04,266.5435,53.9499,21
356194654,10.46,266.7684,53.7851,15
356194749,10.61,266.7287,53.5296,15
356198675,10.64,266.9454,52.2279,14
356199330,10.16,266.9145,53.822,18
356241590,12.71,267.5349,53.249,20
356241935,13.17,267.8127,53.7558,18
356311210,10.7,268.0161,53.7307,23
356340346,8.15,268.3646,52.3855,15
356340699,13.6,268.336,53.2216,14
356340717,8.29,268.2685,53.2762,20
356341059,14.93,268.5147,53.6933,16
356349559,9.09,268.7939,53.7568,15
356349747,12.58,268.8118,53.6291,16
356369613,13.26,268.8197,52.6326,13
356699716,8.97,254.3697,66.2221,13
356700071,11.71,254.4761,67.3369,22
356700209,8.09,254.4811,67.7678,26
356700300,13.07,254.3819,68.0983,23
356700488,8.21,254.4557,68.6996,27
356700577,8.03,254.5621,68.9777,29
356700695,10.85,254.4552,69.405,19
356701213,12.21,254.3517,71.268,19
356701454,10.63,254.6605,71.7644,15
356701798,10.62,254.8456,70.5769,25
356735065,5.79,254.7607,69.186,28
356735146,10.04,254.6742,68.899,24
356735215,7.21,254.8243,68.6789,22
356735592,12.2,254.8163,67.5544,23
356735835,9.72,254.767,66.6722,21
356735969,11.09,254.8446,66.27,19
356784787,10.5,268.488,72.191,22
356785359,12.9,268.3926,73.6045,21
356785519,11.31,268.4951,74.036,14
356785736,11.58,268.6768,74.5809,21
356785943,5.56,268.611,75.1715,25
356786247,12.15,268.691,76.1801,22
356786645,12.18,268.7486,77.4454,22
356786657,12.34,268.6145,77.4883,13
356787356,8.28,268.9103,76.0701,26
356788124,9.54,269.1185,73.7754,21
356788410,10.61,268.92,73.085,19
356820178,5.1,268.7966,72.0051,26
356820646,11.22,269.5245,73.1237,28
356821294,12.83,269.4883,75.0912,20
356821434,10.97,269.1963,75.5146,15
356821497,10.27,269.4353,75.68,22
356821762,13.85,269.3827,76.5575,22
356822358,4.14,275.189,71.338,26
356822524,16.99,275.069,70.8902,25
356823102,10.53,275.0971,69.4696,13
356823267,11.96,275.0502,69.0832,21
356823639,12.09,275.1341,68.1703,16
356823839,13.55,274.9488,67.7401,17
356823982,5.15,274.9191,67.4352,24
356824045,12.7,275.0675,67.297,18
356865126,10.94,275.7906,69.6463,13
356867115,10.52,275.8624,71.5818,26
356868485,11.31,275.8233,69.8634,14
356868487,11.72,275.8389,69.8619,15
356868590,11.22,275.9798,69.7599,23
356868816,15.54,275.8302,69.4994,14
356870317,12.72,275.9425,67.7531,20
356871098,12.79,276.0535,66.9355,20
356871683,11.75,275.9389,66.3404,22
356891166,10.28,272.9383,54.2306,16
356891194,10.63,272.8567,54.2986,20
356892348,8.85,272.9362,56.7391,28
356893337,12.64,272.8658,58.7457,27
356893496,9.82,272.9185,59.1294,23
356893643,9.32,272.9952,59.4921,23
356893758,12.11,272.9261,59.7593,23
356894208,10.3,273.2106,59.0938,23
356894414,9.36,273.2522,58.7043,20
356894735,9.91,273.1237,58.0142,23
356894839,14.25,273.1351,57.8186,14
356895061,10.0,273.0848,57.4003,13
356895671,9.77,273.1819,56.3468,13
356895908,10.12,273.1913,55.9324,13
356896058,9.99,273.2205,55.6964,13
356896261,10.73,273.2518,55.3103,13
356896297,10.06,273.2195,55.2362,13
356896550,9.88,273.1198,54.7815,29
356896561,9.15,273.1707,54.7685,29
356915123,10.98,273.2218,54.5592,17
356916118,9.95,273.3672,55.0386,16
356916128,9.5,273.3351,55.0519,13
356916207,9.98,273.3774,55.2069,26
356916542,11.68,273.4449,55.7646,13
356918522,13.67,273.3213,59.5174,22
356918880,9.36,273.6228,59.6502,26
356919063,10.32,273.6125,59.2236,21
356919408,12.2,273.6427,58.5326,23
356919658,11.25,273.5807,57.993,14
356919872,13.43,273.4884,57.5901,22
356920007,10.22,273.5761,57.344,14
356920361,6.31,273.6707,56.5884,27
356975793,10.89,273.4884,55.1282,19
356975809,11.11,273.5403,55.091,13
356975864,13.9,273.6192,54.9661,24
356976616,5.97,273.8154,54.1401,23
356976847,8.17,273.8553,54.5706,24
356976911,10.88,273.8585,54.6882,23
356977742,10.97,273.7028,56.1505,22
356977884,10.31,273.7712,56.4493,23
356978132,9.9,273.7817,56.8781,27
356978367,7.68,273.8408,57.3352,13
356978675,11.33,273.8601,57.9371,14
356979069,10.48,273.7783,58.7148,16
356979237,8.26,273.7601,59.0126,23
356979621,8.24,273.8121,59.8267,22
356980164,9.75,274.0484,58.9282,15
356980178,10.18,273.9332,58.9006,21
356980226,8.52,273.8872,58.8045,26
356980424,10.66,273.9721,58.4203,14
356981123,9.71,273.9428,56.9844,23
357031563,10.4,274.0254,55.8165,18
357031733,16.48,273.9548,55.5419,21
357031816,9.21,273.9389,55.3931,13
357032546,9.96,274.0696,54.1727,23
357032575,9.45,274.0306,54.1299,23
357032981,14.93,274.1222,54.3866,16
357033020,10.37,274.11,54.4477,16
357033218,11.63,274.1213,54.7862,23
357033493,8.72,274.2394,55.2431,21
357033670,11.56,274.0995,55.5538,15
357033739,8.41,274.1778,55.6899,19
357034990,10.2,274.1913,57.9691,21
357035841,8.63,274.2037,59.8959,25
357035978,9.92,274.4993,59.7182,21
357036318,8.91,274.3117,59.0001,22
357036564,10.77,274.3632,58.4521,17
357036834,9.55,274.3362,57.9002,18
357045188,12.71,274.3259,56.078,27
357045189,12.79,274.3287,56.0765,27
357045197,9.42,274.3417,56.0649,23
357045518,10.17,274.3289,55.5224,14
357045538,8.04,274.3729,55.4565,25
357047278,9.82,274.5905,55.4469,26
357048281,13.84,274.6631,57.2511,14
357048740,9.61,274.529,58.0807,22
357048961,11.3,274.6265,58.4864,22
357048995,10.6,274.5662,58.563,15
357049753,10.22,274.8791,59.7805,23
357050334,8.92,274.8965,58.5717,16
357050556,18.5,274.888,58.1072,21
357096450,9.38,274.7833,57.2249,24
357096629,11.61,274.7836,56.9698,22
357096682,10.38,274.8175,56.871,22
357097047,8.52,274.7951,56.1732,27
357097621,9.55,274.9189,55.1015,14
357097676,12.03,274.8261,54.9953,23
357098257,11.9,274.759,53.9963,18
357098924,10.08,274.9749,55.0082,15
357099156,9.9,275.0727,55.4434,23
357099320,9.03,275.0042,55.7476,16
357099586,9.46,274.9525,56.2636,14
357099943,9.55,274.9404,56.885,22
357100398,9.77,275.0117,57.7127,22
357100797,10.71,274.9279,58.5623,21
357101046,11.45,275.0676,59.0144,13
357101915,11.24,275.5058,54.7017,18
357102127,5.65,275.4519,55.1298,26
357128174,11.2,275.4925,56.9463,21
357128511,10.04,275.3484,57.5711,21
357128544,9.38,275.4313,57.6702,13
357128775,15.83,275.3884,58.0786,13
357128937,9.58,275.4606,58.3923,23
357129171,8.07,275.3634,58.8571,27
357129208,9.7,275.4862,58.9305,14
357129220,10.24,275.3596,58.9581,13
357497920,11.12,267.7288,72.1784,13
357498108,10.64,267.6394,72.7311,20
357498149,9.36,267.7314,72.8346,13
357498244,9.34,267.6365,73.0814,25
357498249,10.4,267.9227,73.0866,26
357516671,10.07,267.6831,74.1495,22
357516783,11.51,267.8622,74.4944,17
357517143,9.81,267.9751,75.6373,21
357526042,8.68,270.0443,53.8932,22
357526359,11.47,270.1054,54.5943,16
357527102,12.85,270.1512,56.0552,23
357527401,9.29,270.0531,56.6982,23
357527549,11.67,270.1303,57.0077,23
357595904,8.93,270.0964,57.4181,28
357595938,14.3,270.0597,57.5046,23
357596668,11.02,269.9782,59.1996,18
357596695,13.36,270.0582,59.2713,19
357596859,9.89,270.0854,59.6573,22
357685727,11.38,275.2303,59.2866,23
357685730,9.49,275.2938,59.2825,23
357685774,9.71,275.2672,59.1803,21
357685999,7.6,275.1754,58.6605,17
357686155,10.83,275.1814,58.333,13
357686186,9.74,275.3069,58.2706,13
357686299,14.23,275.124,58.078,25
357687021,8.16,275.1829,56.7111,25
357687420,12.17,275.1905,55.8972,22
357687777,10.64,275.1739,55.2746,18
358107357,8.18,51.0559,-73.4922,13
358109985,7.71,51.7175,-73.1326,16
358111274,10.68,69.8805,-73.0755,19
358111484,11.98,70.003,-73.3266,24
358112029,11.32,69.7992,-74.1329,13
358112395,9.04,69.8646,-74.7854,34
358112951,9.35,69.8083,-76.0665,13
358153877,13.88,69.8905,-77.6462,17
358154354,16.48,70.4198,-76.6126,22
358154514,9.88,70.3114,-76.1407,13
358155844,8.62,70.4024,-73.5316,25
358156337,10.0,70.2202,-72.8281,20
358157227,10.43,70.6899,-72.051,13
358158387,10.8,70.773,-74.0476,13
358174909,9.6,70.7872,-77.009,35
358174980,10.59,70.7919,-77.1511,21
358176584,11.23,107.1632,-76.7058,33
358181513,10.59,107.2725,-72.4858,13
358181695,8.78,107.1808,-72.3122,13
358253471,8.11,61.8423,-59.7303,15
358290020,12.66,66.16,-59.6496,26
358290432,8.65,66.1845,-58.1195,18
358290716,6.62,66.0472,-57.0723,14
358290717,6.28,66.0497,-57.0718,14
358335307,8.24,77.3435,-54.241,13
358335946,8.83,77.3557,-56.0497,23
358336282,9.52,77.3009,-57.0228,17
358336645,11.05,77.2723,-58.0076,17
358337205,10.37,77.243,-59.6927,23
358401810,8.98,78.0518,-54.1522,13
358402382,9.93,78.1774,-55.5993,16
358402475,8.67,78.0058,-55.8199,22
358402782,8.51,78.1218,-56.7161,33
358402977,9.14,78.103,-57.3247,13
358403148,11.8,78.1358,-57.842,24
358457606,8.13,60.3643,-78.5484,16
358457831,8.44,60.1882,-79.2097,13
358459070,10.54,78.1648,-59.1447,26
358459324,9.56,77.9967,-59.7726,22
358459933,8.71,118.9589,-65.283,32
358460246,10.43,119.0141,-64.941,32
358460382,9.67,118.9408,-64.804,26
358460464,8.72,118.9576,-64.7097,23
358463026,8.22,119.0602,-62.1178,19
358463513,11.86,119.0422,-61.6941,14
358464716,10.36,119.0315,-60.7039,13
358466601,4.36,119.0776,-60.5264,18
358466708,8.1,119.2278,-60.5984,17
358467049,8.74,119.1927,-60.8161,18
358467087,8.46,119.1966,-60.8408,18
358467471,6.66,119.0656,-61.0993,17
358467700,9.3,119.0945,-61.2839,14
358500970,5.72,60.6177,-78.6332,16
358501433,5.67,60.7399,-79.845,13
358508351,9.42,119.1199,-61.9448,14
358509793,6.25,119.3031,-63.2967,14
358510446,9.18,119.0928,-64.0124,22
358511856,8.75,119.1586,-65.6138,24
358708829,9.03,72.4307,-65.965,13
358710425,11.26,72.2881,-62.7777,13
358710554,11.71,72.3817,-62.4608,13
358710635,9.15,72.3517,-62.2839,13
358806516,10.49,72.4559,-60.7481,13
358806522,12.01,72.4694,-60.7309,13
359312638,12.22,267.9867,54.254,20
359312795,9.7,267.9902,54.6142,13
359312876,10.56,268.0903,54.7827,13
359313431,9.57,267.9919,56.0407,28
359313470,6.83,267.9367,56.1202,13
359313655,11.01,267.9347,56.4976,13
359313699,7.88,267.9281,56.6042,13
359313701,10.84,268.0118,56.6081,27
359387935,10.73,267.9637,57.5355,19
359388110,11.47,268.0326,57.8991,23
359388247,10.26,268.1005,58.2251,13
359388503,9.55,267.9948,58.7911,13
359388612,14.38,268.0198,59.02,22
359388713,13.43,268.0551,59.2496,21
359388803,10.75,267.9038,59.4721,19
359482441,12.88,278.8866,59.2615,22
359482529,11.0,279.0082,59.1108,13
359482728,9.99,278.9998,58.7443,23
359483351,9.93,278.8731,57.6746,13
359495162,10.86,279.0026,54.2692,14
359495300,11.82,278.9111,54.0274,19
359496072,8.3,279.0695,54.9396,22
359496198,12.34,279.229,55.1329,24
359496280,15.03,279.2429,55.2489,25
359496368,10.14,279.1014,55.3917,22
359496682,10.62,279.2185,55.8773,18
359496762,11.98,279.1176,56.026,27
359497229,9.49,279.053,56.7434,27
359497418,9.59,279.1688,57.056,25
359497479,10.92,279.1806,57.1544,13
359497566,11.56,279.182,57.2756,23
359497943,10.3,279.1997,57.9124,23
359498099,9.97,279.061,58.1826,13
359498248,13.54,279.1565,58.4366,23
359498640,9.98,279.2126,59.169,18
359498749,14.58,279.2357,59.3562,24
359499258,10.68,279.2588,59.5995,13
359499459,14.88,279.4436,59.2663,21
359551900,8.69,279.3079,58.5399,20
359552324,11.64,279.3436,57.8305,13
359552377,10.91,279.3984,57.7443,19
359552479,11.4,279.4344,57.5382,22
359553003,9.26,279.4327,56.6169,13
359553260,11.03,279.3635,56.2276,22
359554914,8.92,279.5812,54.0335,19
359555709,7.18,279.6335,55.2456,25
359556659,9.07,279.5869,56.6998,19
359557642,8.29,279.5288,58.4191,23
359558085,7.88,279.5842,59.2539,14
359583814,11.6,279.495,59.6667,23
359584173,5.63,279.8307,59.528,27
359584313,9.06,279.7272,59.2954,29
359584385,10.03,279.8439,59.1604,23
359585189,10.42,279.8015,57.7416,24
359587754,11.68,280.0593,54.0472,17
359588615,10.27,280.0488,55.3448,24
359589693,13.68,280.0513,57.0002,15
359589748,9.42,279.9554,57.0997,28
359629597,10.17,279.9388,58.8634,29
359630325,11.6,280.1416,59.6235,22
359630395,10.16,280.1493,59.5151,23
359630869,9.85,280.112,58.6306,24
359630945,12.62,280.1821,58.4764,18
359631418,13.59,280.1823,57.5888,19
359631482,8.66,280.1578,57.495,24
359631862,5.69,280.2734,56.7915,28
359632160,11.56,280.2577,56.2714,13
359632304,10.22,280.1374,56.0309,21
359632996,7.79,280.2508,54.9261,13
359674840,9.84,280.7414,56.2092,23
359674951,11.28,280.8344,56.3914,13
359675127,10.17,280.8395,56.6578,13
359675242,8.37,280.7861,56.833,24
359675280,9.14,280.8066,56.8961,19
359675817,7.11,280.8244,57.8179,29
359675849,7.35,280.7073,57.8653,29
359675905,12.1,280.7423,57.9727,23
359676213,9.58,280.758,58.5355,23
359676320,9.41,280.7274,58.7604,27
359676790,6.72,280.6804,59.6402,27
359677968,7.01,280.9398,57.9485,28
359678111,13.72,281.0749,57.6941,18
359678171,8.61,280.9498,57.588,29
359678383,8.4,281.0503,57.2117,24
359678852,8.01,281.0331,56.3738,28
359678965,10.99,281.0847,56.1717,16
359679221,12.81,280.9437,55.8017,23
359679256,10.54,281.0877,55.748,19
359679943,8.69,280.9826,54.7306,19
359982692,11.47,300.2802,67.5709,22
359982726,9.73,300.3607,67.6105,13
360018894,10.6,300.3951,67.6934,13
360019299,9.2,300.5185,68.3068,13
360019958,10.02,300.2994,69.2568,23
360020321,13.1,300.3334,69.8923,28
360020509,10.52,300.4287,70.2612,13
360020620,7.84,300.3926,70.4546,29
360020668,13.72,300.508,70.5335,13
362079839,16.64,263.8969,53.7709,20
362103298,11.04,268.2539,66.1346,17
362103349,8.96,268.3115,66.2665,14
362103375,12.49,268.3264,66.3085,17
362103921,11.47,268.1862,67.6424,19
362104094,14.66,268.3169,68.0375,17
362104184,9.89,268.2057,68.2248,17
362104293,10.11,268.2084,68.4552,23
362104550,9.31,268.1003,69.1501,20
362105045,15.05,268.337,70.4261,18
362105060,8.5,268.3062,70.4678,22
362105071,11.37,268.1472,70.4873,17
362131531,10.08,270.8706,59.9447,22
362132072,8.1,270.982,58.7241,28
362212370,10.12,270.9857,56.3742,23
362219539,11.88,285.5457,83.394,14
362220017,8.3,286.0264,78.7527,22
362220421,10.5,285.9714,79.5699,13
362220495,9.86,286.2222,79.7565,19
362220700,12.05,286.089,80.2355,15
362222903,10.0,286.2514,80.3056,17
362224452,12.43,285.7482,76.8358,19
362224688,10.6,285.8291,76.2838,13
362224773,10.85,285.6874,76.0993,13
362225554,9.61,285.9629,74.4337,13
362225626,10.09,285.9352,74.2922,13
362225670,9.89,285.9055,74.2159,13
362225924,9.49,285.7231,73.7001,23
362226269,11.24,285.775,73.0898,21
362226536,10.27,286.013,72.5741,14
362226923,9.87,286.3442,72.0045,22
362227254,10.61,286.4021,72.5759,20
362256637,13.16,286.2202,74.0496,16
362256688,11.09,286.1328,74.1495,24
362256785,10.52,286.1223,74.3694,13
362257026,10.47,286.286,74.9338,13
362257716,8.51,286.3839,76.582,26
362258164,13.3,286.3198,77.8022,15
362258727,12.58,286.5396,76.6146,28
362259204,13.97,286.4761,75.43,28
362259837,8.82,286.7366,74.1261,13
362259855,8.77,286.4478,74.0903,29
362259953,11.01,286.5444,73.8911,16
362260993,10.36,286.6756,71.9533,14
363913149,5.0,89.31,-53.4257,22
364075630,12.19,306.2164,74.2104,17
364116673,11.75,306.6442,72.6051,16
364116747,8.88,306.8529,72.7438,13
364120439,9.68,307.0584,74.6776,16
364122121,5.07,307.5029,72.5316,16
364122244,12.8,307.456,72.7722,15
364302017,10.54,78.175,-61.4416,24
364302118,10.36,78.2266,-61.6987,33
364304850,11.56,78.2107,-65.5468,19
364322720,5.59,87.8461,-64.0334,29
364323003,11.18,87.8279,-63.6755,19
364323133,7.69,87.8791,-63.5312,21
364323767,12.59,88.0003,-62.6302,21
364323805,10.73,87.9805,-62.5663,15
364323837,9.37,88.0009,-62.5177,20
364324070,9.42,88.0045,-62.0331,22
364324096,9.96,87.8745,-61.9899,15
364324991,10.43,101.7725,-59.8907,23
364325539,10.26,101.7368,-60.8159,13
364325969,11.57,101.6725,-61.5963,14
364326091,8.01,101.7985,-61.8132,29
364326269,10.78,101.5957,-62.1269,24
364326339,12.87,101.6923,-62.2254,13
364326480,10.23,101.7595,-62.4583,34
364328234,9.05,101.827,-65.5728,13
364392434,11.96,116.5946,-65.3683,13
364393119,10.52,116.5547,-64.453,25
364393161,8.74,116.4761,-64.4047,25
364393429,9.24,116.5933,-64.0556,33
364393829,12.82,116.516,-63.5811,23
364394322,13.42,116.4017,-62.9807,13
364395234,11.78,116.5014,-61.8797,21
364395684,6.7,116.5962,-61.4283,26
364395704,8.69,116.619,-61.4009,17
364398190,8.78,119.628,-60.729,18
364398342,5.93,119.7106,-60.8244,18
364399376,7.18,119.761,-61.5834,19
364421326,8.16,119.573,-63.1315,21
364423010,7.52,119.6145,-65.0051,28
364423372,14.02,119.7321,-65.4448,25
364423809,5.1,69.5903,-77.6561,29
364424010,13.26,69.7138,-76.7026,22
364424104,8.93,69.6369,-76.2176,33
364424201,13.86,69.4939,-75.8867,13
364424220,9.86,69.5106,-75.8076,19
364424541,15.22,69.5984,-74.6744,30
364424617,11.08,69.5175,-74.4637,22
364425379,8.46,69.6717,-72.7612,31
364425576,9.11,69.5673,-72.37,25
364425591,10.49,69.5508,-72.3512,13
364537524,13.21,71.3006,-77.7333,29
364537839,10.14,71.1298,-76.324,13
364538492,8.24,71.1731,-74.3226,32
364538560,11.32,71.0773,-74.2056,22
364539359,9.06,71.2851,-72.8203,24
364539740,9.9,71.2923,-72.3282,32
364540782,8.13,85.2322,-72.2747,33
364587758,13.57,85.3723,-74.8391,13
364588501,9.2,85.4035,-76.0722,35
364588592,10.54,85.3978,-76.3387,13
364588606,9.72,85.0676,-76.3861,26
364588805,10.5,85.262,-76.9289,26
364588832,13.34,85.1327,-77.0152,26
364589064,9.03,85.4287,-77.6968,26
364589072,11.55,85.3082,-77.7337,13
364589441,13.1,85.9854,-77.0112,35
364589559,8.06,85.8894,-76.7667,26
364589602,12.88,85.9911,-76.6908,13
364589962,9.87,86.07,-75.7944,13
364590050,10.06,86.0974,-75.6295,26
364591796,10.83,86.2139,-73.3085,21
364592454,7.82,86.1922,-72.663,22
366119193,8.45,273.7892,52.157,13
366124061,11.58,273.9538,52.733,14
366486850,9.13,299.0851,70.0908,13
366487943,10.1,299.7109,71.6083,21
366488318,9.08,299.6557,70.8446,28
366488770,14.26,299.7851,70.0901,13
366489106,8.37,299.6888,69.4878,24
366489827,7.49,299.6546,68.4122,13
366490487,10.77,299.8225,67.5255,19
366490533,7.37,299.7486,67.4721,13
366491189,8.6,299.9437,66.5993,24
366513725,8.8,302.0755,67.2789,14
366514723,5.86,302.3355,68.5994,22
366517337,10.14,303.7511,76.905,17
366517381,9.4,303.9876,76.8102,17
366560080,11.63,303.9695,72.8506,13
366560229,5.03,303.7355,72.6056,20
366560501,8.19,303.8101,72.1356,13
366561246,8.11,304.2705,72.8805,19
366562857,11.33,304.29,75.8856,14
366562920,8.37,304.3743,75.9987,16
366563452,9.6,304.4447,77.1668,17
366579153,11.6,304.6378,73.2481,14
366580935,12.84,304.9656,73.5007,14
366581547,8.34,305.0491,74.5808,14
366640811,10.75,305.436,75.4631,13
367681716,13.09,247.1375,72.8967,29
367681735,11.8,246.9561,72.9718,29
367681861,14.96,246.9107,73.4441,23
367681879,10.28,246.8191,73.5268,15
367682011,8.81,247.0887,74.0158,18
367682090,11.64,247.0927,74.2675,24
367682091,11.19,247.0885,74.2682,24
367682095,14.01,247.0639,74.2807,14
367682106,9.7,246.9831,74.3135,13
367682182,11.28,246.9729,74.63,18
367682198,11.77,246.8725,74.6862,13
367737522,5.38,249.4691,78.9189,15
367738954,12.73,250.543,78.1587,13
367739022,12.49,250.408,78.3846,17
367739494,11.46,250.3829,80.046,16
367753709,11.29,255.4004,79.0672,21
367753956,10.83,255.3918,79.8187,13
367754711,8.48,255.761,82.4979,13
367779738,13.13,257.5551,53.446,13
367835766,9.28,275.6277,76.9892,13
367836197,7.61,275.5191,75.8627,27
367836343,12.04,275.6403,75.4156,22
367837191,12.77,275.4931,73.3515,18
367837463,12.28,275.8219,72.7014,21
367837883,11.08,276.0445,72.1681,22
367837968,9.16,276.0174,72.3355,22
367838069,13.64,275.8396,72.5419,16
367838105,9.06,275.9031,72.6254,22
367839038,10.3,276.1494,74.8037,22
367839638,9.38,276.22,76.2874,22
367839927,10.43,275.9061,77.0456,13
367840149,13.66,276.1315,77.7595,23
367840218,16.46,276.2884,77.9266,27
367853713,10.32,276.2706,75.498,14
367853801,9.38,276.3019,75.2868,26
367853806,10.54,276.2346,75.2705,21
367854872,11.5,276.4169,72.7372,22
367855005,10.3,276.4938,72.426,22
367855252,10.2,276.6821,71.9811,23
367855829,9.96,276.8682,73.2646,25
367856004,13.74,276.6807,73.6499,25
367856103,12.01,276.6968,73.8725,21
367856241,11.19,276.7978,74.2039,18
367856400,12.78,277.0101,74.5565,27
367856531,10.44,276.9524,74.9072,22
367856931,9.98,276.8664,76.0874,22
367857305,7.98,276.8387,77.1345,18
367857342,11.3,276.9663,77.2506,13
367857493,10.8,276.829,77.8078,18
370010939,11.97,60.4867,-66.0756,13
370011051,10.56,60.5624,-66.4128,13
370011102,10.38,60.6057,-66.552,13
370011106,10.89,60.5419,-66.5612,13
370037722,9.74,60.4831,-68.9917,31
370037890,10.5,60.6323,-69.5052,13
370038067,10.78,60.753,-70.1952,13
370038084,8.49,60.6062,-70.2721,34
370038109,16.54,60.4807,-70.3781,26
370038958,10.93,65.735,-71.0156,21
370039100,9.42,65.5403,-70.6607,13
370039162,11.28,65.7521,-70.503,13
370039529,11.54,65.675,-69.601,13
370039641,11.35,65.5557,-69.3413,13
370040606,10.75,65.5445,-66.922,13
370041241,6.69,65.9832,-66.7368,13
370041316,9.95,65.9047,-66.912,13
370041736,12.17,66.1189,-67.9279,25
370041901,10.68,66.0714,-68.2838,13
370100069,10.36,65.938,-68.8711,24
370100428,10.9,66.0005,-69.7062,26
370101492,10.56,69.8868,-71.7768,14
370101728,7.1,69.9901,-71.5058,33
370103170,10.18,69.9603,-70.0907,25
370103351,10.3,69.7372,-69.9298,13
370113676,10.39,70.2159,-68.0135,13
370113785,10.82,70.1736,-68.1127,17
370114320,11.82,70.265,-68.6267,17
370114946,9.81,70.0873,-69.168,22
370117386,10.09,70.2421,-71.3891,13
370139729,10.94,73.587,-77.4951,13
370140250,8.48,73.5925,-76.1515,23
370221617,9.34,73.5075,-73.5343,25
370222613,7.14,73.3666,-72.7649,13
370223705,8.33,73.5263,-71.9659,13
370224333,10.69,85.83,-72.1629,31
370225925,9.24,85.6831,-73.2648,32
370226095,9.14,85.4684,-73.426,23
370227155,8.62,85.5771,-74.486,24
370227221,8.1,85.5473,-74.5674,21
370227293,11.39,85.6385,-74.6363,13
370227488,9.02,85.6646,-74.8584,21
370227695,10.2,85.4577,-75.1356,13
370227778,9.67,85.5086,-75.2479,21
370227780,5.54,85.6709,-75.2504,35
370227982,9.17,85.7864,-75.5298,26
370228027,12.45,85.4865,-75.5878,26
370228164,7.51,85.5667,-75.8307,26
370228189,9.81,85.6731,-75.8607,22
370228465,12.39,85.7483,-76.4237,34
370235284,11.39,105.4442,-75.2884,20
370236000,8.21,105.2594,-74.0174,32
370236292,11.84,105.2493,-73.576,13
370236798,8.71,105.2939,-72.7646,34
370236914,7.59,105.2381,-72.5605,34
370327409,4.9,64.498,-80.2136,14
372816349,10.8,66.9051,-59.353,27
372816588,9.42,67.0384,-58.3621,14
372817060,13.38,66.8957,-56.5475,15
372819370,6.82,67.8488,-59.7668,13
372848077,8.99,67.6875,-58.6256,18
372848247,12.25,67.7274,-57.9685,22
372848262,13.01,67.873,-57.901,14
372848396,8.21,67.7025,-57.4498,17
372849495,10.05,98.0663,-60.083,13
372849630,9.85,98.1133,-60.2925,13
372850543,5.75,98.193,-61.8277,18
372850999,10.38,98.168,-62.5814,23
372851407,11.49,98.1342,-63.3434,24
372851759,10.42,98.1823,-63.9392,13
372851851,9.71,98.1561,-64.0705,22
372908110,7.25,98.0402,-65.3151,30
372908431,13.65,98.1506,-65.7921,23
372908550,5.09,119.4234,-65.9087,30
372909708,12.63,119.4298,-64.4906,21
372909935,11.03,119.4535,-64.2145,21
372910665,13.98,119.3341,-63.43,14
372911143,12.7,119.442,-62.9335,14
372911993,8.67,119.4813,-62.0645,15
372913233,6.83,119.4384,-60.9264,18
372913344,9.72,119.3686,-60.8399,14
372913375,5.58,119.5401,-60.8168,18
372913582,8.51,119.4548,-60.6836,18
372913684,7.64,119.5121,-60.6147,18
372914091,5.05,119.4523,-60.3023,16
373431205,10.21,80.8434,-71.0924,22
373431424,12.98,80.8141,-71.0152,13
